id,eventID,datasetName,samplingProtocol,eventDate,decimalLatitude,decimalLongitude,georeferenceRemarks
334,edi.100.1.ev_31,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=pitfall.block=Ridge/plot=7/moose.cage=/trap.type=pitfall/trap.num=1
335,edi.100.1.ev_31,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=pitfall.block=Ridge/plot=7/moose.cage=/trap.type=pitfall/trap.num=1
336,edi.100.1.ev_31,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=pitfall.block=Ridge/plot=7/moose.cage=/trap.type=pitfall/trap.num=6
337,edi.100.1.ev_32,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=bait.block=Valley/plot=8/moose.cage=/trap.type=bait/trap.num=
338,edi.100.1.ev_32,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=bait.block=Valley/plot=8/moose.cage=/trap.type=bait/trap.num=
339,edi.100.1.ev_32,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=bait.block=Valley/plot=8/moose.cage=/trap.type=bait/trap.num=
340,edi.100.1.ev_32,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=bait.block=Valley/plot=8/moose.cage=/trap.type=bait/trap.num=
341,edi.100.1.ev_32,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=bait.block=Valley/plot=8/moose.cage=/trap.type=bait/trap.num=
342,edi.100.1.ev_32,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=bait.block=Valley/plot=8/moose.cage=/trap.type=bait/trap.num=
343,edi.100.1.ev_32,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=10
344,edi.100.1.ev_32,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=14
345,edi.100.1.ev_32,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=21
346,edi.100.1.ev_32,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=22
347,edi.100.1.ev_32,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=25
348,edi.100.1.ev_32,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=25
349,edi.100.1.ev_32,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=6
350,edi.100.1.ev_32,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=9
351,edi.100.1.ev_32,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-06-29,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=9
352,edi.100.1.ev_33,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Ridge.block=Ridge/plot=4.block=Ridge/plot=4/moose.cage=.block=Ridge/plot=4/moose.cage=/trap.type=bait.block=Ridge/plot=4/moose.cage=/trap.type=bait/trap.num=
353,edi.100.1.ev_33,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Ridge.block=Ridge/plot=4.block=Ridge/plot=4/moose.cage=.block=Ridge/plot=4/moose.cage=/trap.type=bait.block=Ridge/plot=4/moose.cage=/trap.type=bait/trap.num=
354,edi.100.1.ev_33,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Ridge.block=Ridge/plot=4.block=Ridge/plot=4/moose.cage=.block=Ridge/plot=4/moose.cage=/trap.type=pitfall.block=Ridge/plot=4/moose.cage=/trap.type=pitfall/trap.num=1
355,edi.100.1.ev_33,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Ridge.block=Ridge/plot=4.block=Ridge/plot=4/moose.cage=.block=Ridge/plot=4/moose.cage=/trap.type=pitfall.block=Ridge/plot=4/moose.cage=/trap.type=pitfall/trap.num=9
356,edi.100.1.ev_34,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=bait.block=Ridge/plot=5/moose.cage=/trap.type=bait/trap.num=
357,edi.100.1.ev_34,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=bait.block=Ridge/plot=5/moose.cage=/trap.type=bait/trap.num=
358,edi.100.1.ev_34,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=pitfall.block=Ridge/plot=5/moose.cage=/trap.type=pitfall/trap.num=13
359,edi.100.1.ev_34,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=pitfall.block=Ridge/plot=5/moose.cage=/trap.type=pitfall/trap.num=15
360,edi.100.1.ev_34,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=pitfall.block=Ridge/plot=5/moose.cage=/trap.type=pitfall/trap.num=19
361,edi.100.1.ev_35,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=bait.block=Ridge/plot=6/moose.cage=/trap.type=bait/trap.num=
362,edi.100.1.ev_35,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=pitfall.block=Ridge/plot=6/moose.cage=/trap.type=pitfall/trap.num=20
363,edi.100.1.ev_35,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=pitfall.block=Ridge/plot=6/moose.cage=/trap.type=pitfall/trap.num=25
364,edi.100.1.ev_36,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=hand.block=Ridge/plot=7/moose.cage=/trap.type=hand/trap.num=
365,edi.100.1.ev_36,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=hand.block=Ridge/plot=7/moose.cage=/trap.type=hand/trap.num=
366,edi.100.1.ev_36,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=litter.block=Ridge/plot=7/moose.cage=/trap.type=litter/trap.num=
367,edi.100.1.ev_37,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=hand.block=Valley/plot=8/moose.cage=/trap.type=hand/trap.num=
368,edi.100.1.ev_37,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=hand.block=Valley/plot=8/moose.cage=/trap.type=hand/trap.num=
369,edi.100.1.ev_37,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=hand.block=Valley/plot=8/moose.cage=/trap.type=hand/trap.num=
370,edi.100.1.ev_37,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=hand.block=Valley/plot=8/moose.cage=/trap.type=hand/trap.num=
371,edi.100.1.ev_37,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=hand.block=Valley/plot=8/moose.cage=/trap.type=hand/trap.num=
372,edi.100.1.ev_37,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=hand.block=Valley/plot=8/moose.cage=/trap.type=hand/trap.num=
373,edi.100.1.ev_37,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=hand.block=Valley/plot=8/moose.cage=/trap.type=hand/trap.num=
374,edi.100.1.ev_37,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=litter.block=Valley/plot=8/moose.cage=/trap.type=litter/trap.num=
375,edi.100.1.ev_37,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=litter.block=Valley/plot=8/moose.cage=/trap.type=litter/trap.num=
376,edi.100.1.ev_37,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-20,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=litter.block=Valley/plot=8/moose.cage=/trap.type=litter/trap.num=
377,edi.100.1.ev_38,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=bait.block=Ridge/plot=7/moose.cage=/trap.type=bait/trap.num=
378,edi.100.1.ev_38,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=bait.block=Ridge/plot=7/moose.cage=/trap.type=bait/trap.num=
379,edi.100.1.ev_38,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=bait.block=Ridge/plot=7/moose.cage=/trap.type=bait/trap.num=
380,edi.100.1.ev_38,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=pitfall.block=Ridge/plot=7/moose.cage=/trap.type=pitfall/trap.num=1
381,edi.100.1.ev_38,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=pitfall.block=Ridge/plot=7/moose.cage=/trap.type=pitfall/trap.num=1
382,edi.100.1.ev_38,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=pitfall.block=Ridge/plot=7/moose.cage=/trap.type=pitfall/trap.num=17
383,edi.100.1.ev_38,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=pitfall.block=Ridge/plot=7/moose.cage=/trap.type=pitfall/trap.num=2
384,edi.100.1.ev_38,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=pitfall.block=Ridge/plot=7/moose.cage=/trap.type=pitfall/trap.num=3
385,edi.100.1.ev_38,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=pitfall.block=Ridge/plot=7/moose.cage=/trap.type=pitfall/trap.num=9
386,edi.100.1.ev_39,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=bait.block=Valley/plot=8/moose.cage=/trap.type=bait/trap.num=
387,edi.100.1.ev_39,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=bait.block=Valley/plot=8/moose.cage=/trap.type=bait/trap.num=
388,edi.100.1.ev_39,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=bait.block=Valley/plot=8/moose.cage=/trap.type=bait/trap.num=
389,edi.100.1.ev_39,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=bait.block=Valley/plot=8/moose.cage=/trap.type=bait/trap.num=
390,edi.100.1.ev_39,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=hand.block=Valley/plot=8/moose.cage=/trap.type=hand/trap.num=
391,edi.100.1.ev_39,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=11
392,edi.100.1.ev_39,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=11
393,edi.100.1.ev_39,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=15
394,edi.100.1.ev_39,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=17
395,edi.100.1.ev_39,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=17
396,edi.100.1.ev_39,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=19
397,edi.100.1.ev_39,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=2
398,edi.100.1.ev_39,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=20
399,edi.100.1.ev_39,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-07-27,NA,NA,block=Valley.block=Valley/plot=8.block=Valley/plot=8/moose.cage=.block=Valley/plot=8/moose.cage=/trap.type=pitfall.block=Valley/plot=8/moose.cage=/trap.type=pitfall/trap.num=24
400,edi.100.1.ev_40,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-08-01,NA,NA,block=Valley.block=Valley/plot=2.block=Valley/plot=2/moose.cage=.block=Valley/plot=2/moose.cage=/trap.type=hand.block=Valley/plot=2/moose.cage=/trap.type=hand/trap.num=
401,edi.100.1.ev_40,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-08-01,NA,NA,block=Valley.block=Valley/plot=2.block=Valley/plot=2/moose.cage=.block=Valley/plot=2/moose.cage=/trap.type=hand.block=Valley/plot=2/moose.cage=/trap.type=hand/trap.num=
402,edi.100.1.ev_40,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-08-01,NA,NA,block=Valley.block=Valley/plot=2.block=Valley/plot=2/moose.cage=.block=Valley/plot=2/moose.cage=/trap.type=hand.block=Valley/plot=2/moose.cage=/trap.type=hand/trap.num=
403,edi.100.1.ev_40,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-08-01,NA,NA,block=Valley.block=Valley/plot=2.block=Valley/plot=2/moose.cage=.block=Valley/plot=2/moose.cage=/trap.type=hand.block=Valley/plot=2/moose.cage=/trap.type=hand/trap.num=
404,edi.100.1.ev_40,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-08-01,NA,NA,block=Valley.block=Valley/plot=2.block=Valley/plot=2/moose.cage=.block=Valley/plot=2/moose.cage=/trap.type=litter.block=Valley/plot=2/moose.cage=/trap.type=litter/trap.num=
405,edi.100.1.ev_41,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-08-03,NA,NA,block=Valley.block=Valley/plot=1.block=Valley/plot=1/moose.cage=.block=Valley/plot=1/moose.cage=/trap.type=bait.block=Valley/plot=1/moose.cage=/trap.type=bait/trap.num=
406,edi.100.1.ev_41,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-08-03,NA,NA,block=Valley.block=Valley/plot=1.block=Valley/plot=1/moose.cage=.block=Valley/plot=1/moose.cage=/trap.type=pitfall.block=Valley/plot=1/moose.cage=/trap.type=pitfall/trap.num=19
407,edi.100.1.ev_42,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-08-03,NA,NA,block=Valley.block=Valley/plot=2.block=Valley/plot=2/moose.cage=.block=Valley/plot=2/moose.cage=/trap.type=bait.block=Valley/plot=2/moose.cage=/trap.type=bait/trap.num=
408,edi.100.1.ev_42,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-08-03,NA,NA,block=Valley.block=Valley/plot=2.block=Valley/plot=2/moose.cage=.block=Valley/plot=2/moose.cage=/trap.type=pitfall.block=Valley/plot=2/moose.cage=/trap.type=pitfall/trap.num=18
409,edi.100.1.ev_43,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-08-03,NA,NA,block=Valley.block=Valley/plot=3.block=Valley/plot=3/moose.cage=.block=Valley/plot=3/moose.cage=/trap.type=bait.block=Valley/plot=3/moose.cage=/trap.type=bait/trap.num=
410,edi.100.1.ev_44,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-08-17,NA,NA,block=Ridge.block=Ridge/plot=4.block=Ridge/plot=4/moose.cage=.block=Ridge/plot=4/moose.cage=/trap.type=hand.block=Ridge/plot=4/moose.cage=/trap.type=hand/trap.num=
411,edi.100.1.ev_44,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-08-17,NA,NA,block=Ridge.block=Ridge/plot=4.block=Ridge/plot=4/moose.cage=.block=Ridge/plot=4/moose.cage=/trap.type=hand.block=Ridge/plot=4/moose.cage=/trap.type=hand/trap.num=
412,edi.100.1.ev_45,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-08-17,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=hand.block=Ridge/plot=5/moose.cage=/trap.type=hand/trap.num=
413,edi.100.1.ev_45,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-08-17,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=hand.block=Ridge/plot=5/moose.cage=/trap.type=hand/trap.num=
414,edi.100.1.ev_46,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-08-17,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=hand.block=Ridge/plot=6/moose.cage=/trap.type=hand/trap.num=
415,edi.100.1.ev_46,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2005-08-17,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=litter.block=Ridge/plot=6/moose.cage=/trap.type=litter/trap.num=
416,edi.100.1.ev_47,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2006-07-06,NA,NA,block=Ridge.block=Ridge/plot=4.block=Ridge/plot=4/moose.cage=.block=Ridge/plot=4/moose.cage=/trap.type=bait.block=Ridge/plot=4/moose.cage=/trap.type=bait/trap.num=
